time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-05-31T10:37:00.179Z,-23.464,171.7801,10,4.7,mb,38,122,4.081,0.43,us,us7000k58b,2023-06-11T05:48:34.040Z,"southeast of the Loyalty Islands",earthquake,5,1.918,0.102,30,reviewed,us,us
2023-05-31T08:11:15.184Z,-56.715,-26.1024,46.667,4.9,mb,36,68,6.384,0.76,us,us7000k56b,2023-05-31T08:34:11.040Z,"South Sandwich Islands region",earthquake,11.23,5.484,0.128,37,reviewed,us,us
2023-05-31T04:04:53.370Z,39.6616,54.9379,40.057,5,mb,81,84,3.027,0.77,us,us7000k55h,2023-06-13T23:37:04.136Z,"Turkmenistan",earthquake,3.67,5.73,0.039,209,reviewed,us,us
2023-05-31T02:21:23.103Z,-49.5713,163.8394,9.375,6.3,mww,138,52,3.907,0.84,us,us7000k54z,2023-06-13T23:30:07.688Z,"Auckland Islands, New Zealand region",earthquake,9.93,2.715,0.066,22,reviewed,us,us
2023-05-31T01:58:05.355Z,-23.2425,170.7965,10,4.7,mb,39,113,3.151,0.43,us,us7000k550,2023-06-13T22:33:50.040Z,"southeast of the Loyalty Islands",earthquake,8.96,1.792,0.117,22,reviewed,us,us
2023-05-31T00:58:41.233Z,-1.0052,98.5529,20.164,5,mb,43,180,5.518,0.8,us,us7000k54v,2023-05-31T01:15:33.040Z,"161 km NW of Tuapejat, Indonesia",earthquake,9.29,5.836,0.067,72,reviewed,us,us
2023-05-30T21:39:44.442Z,-60.7883,-19.9354,10,4.5,mb,15,89,12.84,0.73,us,us7000k6mz,2023-06-13T04:21:49.040Z,"east of the South Sandwich Islands",earthquake,15.42,1.912,0.18,9,reviewed,us,us
2023-05-30T17:45:42.382Z,38.55,73.1418,10,4.5,mb,33,95,4.211,1.07,us,us7000k520,2023-05-30T19:26:28.040Z,"Tajikistan-Xinjiang border region",earthquake,5.31,1.925,0.073,55,reviewed,us,us
2023-05-30T16:51:35.377Z,-20.7038,-70.6344,24.602,5.5,mww,108,95,0.639,0.92,us,us7000k51s,2023-06-06T19:24:12.188Z,"Near the coast of Tarapaca, Chile",earthquake,4.6,1.982,0.078,16,reviewed,us,us
2023-05-30T15:22:34.103Z,14.9274,121.7381,10,4.6,mb,70,99,8.395,0.64,us,us7000k517,2023-06-06T18:59:54.471Z,"Luzon, Philippines",earthquake,9.79,1.903,0.065,71,reviewed,us,us
2023-05-30T08:49:17.485Z,37.4587,137.5347,11.346,4.6,mb,33,95,1.057,0.82,us,us7000k4y8,2023-05-30T09:08:20.040Z,"54 km NNW of Itoigawa, Japan",earthquake,6.55,4.855,0.083,43,reviewed,us,us
2023-05-30T04:59:39.381Z,5.3284,-82.5993,10,4.6,mb,31,171,3.444,0.76,us,us7000k4xf,2023-06-13T05:21:00.040Z,"296 km SW of Arenas, Panama",earthquake,9.4,1.945,0.094,34,reviewed,us,us
2023-05-30T04:35:03.274Z,-56.6009,-68.9781,10,4.5,mb,30,128,1.8,0.78,us,us7000k4xa,2023-06-13T05:12:11.040Z,"203 km SSW of Ushuaia, Argentina",earthquake,8.48,1.86,0.128,18,reviewed,us,us
2023-05-30T04:01:33.848Z,-17.2482,-172.4444,10,4.7,mb,42,72,2.033,0.61,us,us7000k4x4,2023-06-13T04:36:14.040Z,"203 km SE of Hihifo, Tonga",earthquake,6.98,1.817,0.115,23,reviewed,us,us
2023-05-30T01:04:31.759Z,13.3566,120.8256,84.832,4.7,mb,90,105,9.892,0.67,us,us7000k4w2,2023-06-13T02:21:08.040Z,"13 km S of Odala, Philippines",earthquake,9.23,5.576,0.059,88,reviewed,us,us
2023-05-30T00:52:06.179Z,24.0473,142.9966,10,5.8,mww,149,33,9.147,0.59,us,us7000k4w1,2023-06-10T21:21:21.630Z,"Volcano Islands, Japan region",earthquake,7.86,1.726,0.046,46,reviewed,us,us
2023-05-29T21:52:04.854Z,-52.887,10.4709,10,5.7,mww,98,36,19.746,0.48,us,us7000k4ug,2023-05-30T21:55:28.492Z,"southwest of Africa",earthquake,7.34,1.792,0.093,11,reviewed,us,us
2023-05-29T19:09:55.029Z,-14.1631,170.4983,627.666,4.8,mb,154,42,8.091,0.61,us,us7000k4tn,2023-06-05T16:18:28.040Z,"Vanuatu region",earthquake,8.68,6.297,0.044,156,reviewed,us,us
2023-05-29T17:20:25.754Z,-29.1613,-178.4727,112.806,4.5,mb,26,52,0.493,0.82,us,us7000k6fl,2023-06-05T16:10:10.040Z,"Kermadec Islands, New Zealand",earthquake,8.9,4.489,0.15,13,reviewed,us,us
2023-05-29T17:08:16.394Z,9.8069,125.1974,9.165,4.6,mb,95,84,2.746,0.85,us,us7000k4t6,2023-06-05T15:53:44.854Z,"26 km W of Ipil, Philippines",earthquake,2.78,4.018,0.062,82,reviewed,us,us
2023-05-29T15:08:42.644Z,-24.0071,171.7327,10,4.5,mb,17,118,4.177,0.68,us,us7000k6fi,2023-06-08T16:09:40.040Z,"southeast of the Loyalty Islands",earthquake,5.02,1.941,0.171,10,reviewed,us,us
2023-05-29T15:02:30.096Z,-31.6907,-66.8113,126.78,4.9,mb,85,28,1.604,0.78,us,us7000k4sd,2023-06-05T16:43:45.040Z,"101 km WNW of Candelaria, Argentina",earthquake,7.4,4.599,0.076,54,reviewed,us,us
2023-05-29T13:52:52.089Z,-7.6392,128.669,85.381,4.6,mb,47,48,3.331,0.68,us,us7000k4s8,2023-06-05T16:36:58.040Z,"208 km ENE of Lospalos, Timor Leste",earthquake,8.15,6.865,0.094,34,reviewed,us,us
2023-05-29T10:05:00.457Z,-14.9714,166.8843,53.424,5.2,mww,43,42,6.076,0.87,us,us7000k4rv,2023-05-29T19:27:40.679Z,"21 km WNW of Port-Olry, Vanuatu",earthquake,7.12,7.965,0.098,10,reviewed,us,us
2023-05-29T09:22:32.364Z,-37.2587,78.0145,10,4.8,mb,35,48,0.643,0.9,us,us7000k6fc,2023-06-12T09:01:02.040Z,"Mid-Indian Ridge",earthquake,8.36,1.841,0.111,25,reviewed,us,us
2023-05-29T08:41:14.515Z,-23.3728,-177.1159,151.177,4.7,mb,43,59,2.819,0.73,us,us7000k4ri,2023-06-02T16:39:14.040Z,"south of the Fiji Islands",earthquake,10.6,7.305,0.084,43,reviewed,us,us
2023-05-29T06:44:47.278Z,-8.1973,158.3513,142.804,4.5,mb,24,102,2.002,0.7,us,us7000k4r2,2023-06-02T16:27:01.040Z,"136 km W of Buala, Solomon Islands",earthquake,12.41,8.966,0.122,20,reviewed,us,us
2023-05-29T04:57:33.108Z,-7.974,-74.3944,147.434,5.1,mww,95,102,1.691,0.71,us,us7000k4qj,2023-05-30T13:46:19.040Z,"Northern Peru",earthquake,8.59,6.471,0.083,14,reviewed,us,us
2023-05-29T02:58:09.502Z,14.5211,56.3472,10,4.5,mb,43,148,10.371,0.42,us,us7000k4q5,2023-05-29T03:17:49.040Z,"Owen Fracture Zone region",earthquake,12.76,1.965,0.092,35,reviewed,us,us
2023-05-29T02:33:32.124Z,26.8063,92.4006,10,4.8,mb,59,106,5.1,0.58,us,us7000k4q0,2023-05-29T06:07:11.143Z,"13 km NW of Dhekiajuli, India",earthquake,10.46,1.869,0.057,97,reviewed,us,us
2023-05-29T02:18:17.548Z,13.3749,94.1194,10,4.5,mb,41,109,4.962,0.44,us,us7000k4px,2023-05-29T02:35:58.040Z,"Andaman Islands, India region",earthquake,10.78,1.898,0.098,31,reviewed,us,us
2023-05-29T00:54:19.763Z,-22.6697,170.9192,35,4.5,mb,23,132,3.209,0.82,us,us7000k6f5,2023-06-13T02:07:49.040Z,"southeast of the Loyalty Islands",earthquake,9.96,1.633,0.157,12,reviewed,us,us
2023-05-28T22:58:33.315Z,35.6496,140.8783,35,4.6,mb,20,136,2.338,0.57,us,us7000k5tm,2023-06-13T01:13:34.040Z,"near the east coast of Honshu, Japan",earthquake,5.82,1.944,0.193,8,reviewed,us,us
2023-05-28T19:46:53.553Z,-55.2912,-128.0888,10,4.5,mb,20,63,31.959,0.58,us,us7000k5th,2023-06-03T17:06:38.040Z,"Pacific-Antarctic Ridge",earthquake,10.71,1.75,0.191,9,reviewed,us,us
2023-05-28T19:08:21.236Z,-15.8145,-72.0539,10,4.9,mb,96,99,3.024,0.73,us,us7000k4nj,2023-06-03T16:52:56.040Z,"10 km SSE of Huambo, Peru",earthquake,9.44,1.807,0.061,84,reviewed,us,us
2023-05-28T18:51:22.818Z,28.6722,91.4759,10,4.5,mb,83,53,1.072,0.86,us,us7000k4ne,2023-06-03T16:36:37.040Z,"114 km SSE of Lhasa, China",earthquake,5.99,1.773,0.072,56,reviewed,us,us
2023-05-28T18:05:09.766Z,-58.3678,-139.9059,10,5.1,mb,41,48,26.204,0.74,us,us7000k4na,2023-06-03T16:01:31.040Z,"Pacific-Antarctic Ridge",earthquake,14.32,1.778,0.114,25,reviewed,us,us
2023-05-28T18:03:11.358Z,53.1707,142.6571,10,4.5,mb,102,93,6.22,0.76,us,us7000k4n7,2023-06-03T15:58:43.040Z,"31 km SW of Tungor, Russia",earthquake,7.08,1.821,0.052,110,reviewed,us,us
2023-05-28T16:13:57.872Z,-10.5554,164.8433,70.061,4.9,mb,38,71,4.948,0.75,us,us7000k4n2,2023-05-28T16:30:10.040Z,"106 km W of Lata, Solomon Islands",earthquake,9.4,5.912,0.09,39,reviewed,us,us
2023-05-28T15:45:56.635Z,6.7237,-73.0184,157.836,5.3,mww,63,55,0.828,0.9,us,us7000k4mu,2023-05-29T03:27:30.599Z,"northern Colombia",earthquake,6,4.623,0.098,10,reviewed,us,us
2023-05-28T12:56:53.671Z,34.4416,70.4644,55.324,4.7,mb,53,145,1.178,0.53,us,us7000k4m8,2023-06-09T08:24:12.439Z,"2 km NE of Jalālābād, Afghanistan",earthquake,6.97,7.821,0.076,53,reviewed,us,us
2023-05-28T12:52:39.160Z,-5.5104,149.7567,136.578,5.1,mww,82,48,2.733,0.64,us,us7000k4m6,2023-06-09T08:19:21.449Z,"42 km W of Kimbe, Papua New Guinea",earthquake,7.49,5.779,0.065,23,reviewed,us,us
2023-05-28T05:49:56.404Z,36.6079,71.0658,228.014,5.3,mww,114,26,2.619,0.81,us,us7000k4kr,2023-05-30T17:23:26.797Z,"35 km SE of Jurm, Afghanistan",earthquake,6.43,4.989,0.057,30,reviewed,us,us
2023-05-28T03:29:55.344Z,-10.1579,161.2191,101.649,5.6,mww,113,31,1.443,0.71,us,us7000k4jy,2023-05-29T03:33:28.985Z,"Solomon Islands",earthquake,9.03,3.974,0.058,29,reviewed,us,us
2023-05-28T02:06:19.111Z,-23.4194,-70.0663,36.412,4.6,mwr,45,128,0.844,0.63,us,us7000k4jl,2023-05-28T05:32:05.727Z,"42 km NE of Antofagasta, Chile",earthquake,4.9,3.068,,,reviewed,us,guc
2023-05-27T19:36:35.921Z,-6.1201,130.4491,151.945,4.9,mww,92,32,1.677,0.77,us,us7000k4i5,2023-05-29T18:34:23.040Z,"260 km WSW of Tual, Indonesia",earthquake,7.65,5.049,0.089,12,reviewed,us,us
2023-05-27T16:50:40.337Z,-45.5682,-77.1083,10,4.6,mb,24,108,2.57,1.07,us,us7000k4hu,2023-06-12T13:06:41.040Z,"Off the coast of Aisen, Chile",earthquake,7.93,1.88,0.181,9,reviewed,us,us
2023-05-27T16:49:22.219Z,60.2773,-152.9954,138.674,4.6,mb,91,38,0.18,0.52,us,us7000k4hp,2023-06-05T17:54:18.404Z,"73 km E of Port Alsworth, Alaska",earthquake,4.23,4.787,0.137,16,reviewed,us,us
2023-05-27T16:46:16.190Z,78.5114,7.3677,10,4.9,mb,57,74,0.988,0.94,us,us7000k4hq,2023-05-27T17:12:59.040Z,"189 km W of Longyearbyen, Svalbard and Jan Mayen",earthquake,8.13,1.867,0.049,130,reviewed,us,us
2023-05-27T15:21:47.810Z,-57.9619,-25.6537,52.948,5.5,mww,64,48,7.088,0.89,us,us7000k4gs,2023-05-29T18:18:31.978Z,"South Sandwich Islands region",earthquake,10.05,4.38,0.093,11,reviewed,us,us
2023-05-27T13:52:12.452Z,30.0255,129.8972,10,4.8,mb,31,133,1.554,0.71,us,us7000k4gp,2023-05-27T14:33:04.040Z,"57 km WSW of Kurio, Japan",earthquake,8.8,1.92,0.053,111,reviewed,us,us
2023-05-27T06:01:11.791Z,9.2536,-75.3378,40.747,4.5,mb,41,143,0.658,0.48,us,us7000k4ez,2023-06-08T05:40:59.040Z,"8 km SW of Corozal, Colombia",earthquake,8.93,8.463,0.095,32,reviewed,us,us
2023-05-27T05:52:47.630Z,8.4405,126.5877,80.794,4.5,mb,35,137,1.689,0.87,us,us7000k4ex,2023-06-08T05:30:03.040Z,"28 km ENE of Hinatuan, Philippines",earthquake,12.19,8.931,0.1,29,reviewed,us,us
2023-05-27T03:27:51.606Z,-0.7104,-60.3042,10,4.6,mb,32,64,9.59,0.97,us,us7000k5r6,2023-06-02T21:45:40.040Z,"229 km NNW of Rio Preto da Eva, Brazil",earthquake,3.59,1.894,0.084,42,reviewed,us,us
2023-05-27T02:34:53.843Z,-23.3651,170.6382,10,4.9,mb,23,109,3.035,0.95,us,us7000k4e1,2023-05-30T08:30:22.040Z,"southeast of the Loyalty Islands",earthquake,5.94,1.734,0.135,17,reviewed,us,us
2023-05-27T00:11:00.804Z,-18.4836,-175.1849,222,6,mww,142,24,1.136,0.57,us,us7000k4dc,2023-06-05T23:32:40.776Z,"128 km W of Neiafu, Tonga",earthquake,7.6,1.878,0.049,40,reviewed,us,us
2023-05-26T22:18:25.271Z,-39.0059,-91.372,10,6,mww,101,44,11.441,0.56,us,us7000k4cr,2023-06-10T02:50:30.582Z,"West Chile Rise",earthquake,10.54,1.796,0.052,36,reviewed,us,us
2023-05-26T21:34:01.162Z,-5.079,131.2465,61.087,5,mb,41,39,1.447,0.74,us,us7000k4cm,2023-06-05T05:08:17.040Z,"177 km WNW of Tual, Indonesia",earthquake,3.99,7.407,0.116,24,reviewed,us,us
2023-05-26T21:33:47.480Z,-43.1622,39.1926,10,5,mb,70,24,9.58,0.72,us,us7000k4cn,2023-06-05T05:21:34.040Z,"Prince Edward Islands region",earthquake,9.64,1.776,0.067,71,reviewed,us,us
2023-05-26T16:25:22.294Z,12.1457,143.9109,10,4.5,mb,20,87,3.577,0.79,us,us7000k5ig,2023-06-11T20:46:30.040Z,"Guam region",earthquake,12.19,1.898,0.145,14,reviewed,us,us
2023-05-26T14:24:57.770Z,46.2515,152.851,10,4.5,mb,53,134,6.988,0.48,us,us7000k496,2023-06-06T10:27:55.040Z,"Kuril Islands",earthquake,7.33,1.86,0.099,30,reviewed,us,us
2023-05-26T13:42:32.428Z,-18.7307,-66.9167,256.602,4.9,mb,60,54,2.346,0.99,us,us7000k47a,2023-06-06T10:25:03.040Z,"24 km NW of Challapata, Bolivia",earthquake,7.72,6.775,0.025,500,reviewed,us,us
2023-05-26T12:01:50.681Z,35.5823,140.7136,30.409,4.6,mb,68,101,2.244,0.65,us,us7000k46v,2023-06-06T10:17:43.235Z,"near the east coast of Honshu, Japan",earthquake,7.49,5.379,0.084,44,reviewed,us,us
2023-05-26T11:42:18.896Z,-23.1419,170.6569,34.746,4.7,mb,32,132,3.007,0.43,us,us7000k46r,2023-06-06T09:52:02.040Z,"southeast of the Loyalty Islands",earthquake,10.53,4.841,0.117,23,reviewed,us,us
2023-05-26T10:03:24.417Z,35.5179,140.519,44.528,6.1,mww,244,52,2.091,0.66,us,us7000k46f,2023-06-11T21:13:28.973Z,"near the east coast of Honshu, Japan",earthquake,7.29,4.047,0.038,66,reviewed,us,us
2023-05-26T02:08:00.096Z,-6.1506,149.9912,41.309,5.2,mww,44,87,4.281,0.89,us,us7000k44x,2023-05-26T14:16:18.703Z,"New Britain region, Papua New Guinea",earthquake,11.14,7.721,0.098,10,reviewed,us,us
2023-05-25T23:55:21.879Z,-49.2025,120.4282,10,4.6,mb,21,71,16.434,0.57,us,us7000k44m,2023-06-05T04:56:45.040Z,"western Indian-Antarctic Ridge",earthquake,13.05,1.917,0.116,22,reviewed,us,us
2023-05-25T22:37:56.280Z,1.2905,97.0344,25.721,4.7,mb,57,89,0.541,0.66,us,us7000k446,2023-06-05T04:53:47.775Z,"64 km W of Gunungsitoli, Indonesia",earthquake,8.98,4.055,0.082,45,reviewed,us,us
2023-05-25T21:26:08.768Z,-23.8899,171.8416,10,4.5,mb,23,84,4.237,0.45,us,us7000k5bi,2023-06-06T04:14:52.040Z,"southeast of the Loyalty Islands",earthquake,8.02,1.771,0.18,9,reviewed,us,us
2023-05-25T16:34:02.457Z,-59.5892,-26.3507,94.063,5.1,mb,60,71,7.677,0.62,us,us7000k3yq,2023-05-25T16:53:07.040Z,"South Sandwich Islands region",earthquake,4.9,7.335,0.075,59,reviewed,us,us
2023-05-25T16:11:38.878Z,-49.5699,116.1711,10,4.6,mb,35,70,16.647,0.45,us,us7000k3xg,2023-05-25T17:56:38.040Z,"western Indian-Antarctic Ridge",earthquake,6.16,1.891,0.105,31,reviewed,us,us
2023-05-25T15:26:23.233Z,12.1729,123.8513,10,4.8,mb,47,122,5.349,0.76,us,us7000k3xc,2023-05-25T23:32:34.141Z,"2 km SSW of Dimasalang, Philippines",earthquake,4.97,1.881,0.096,34,reviewed,us,us
2023-05-25T13:48:28.834Z,21.1016,122.0658,10,5.2,mww,43,104,1.938,1.22,us,us7000k3wu,2023-05-25T14:08:22.040Z,"72 km N of Basco, Philippines",earthquake,7.57,1.903,0.065,23,reviewed,us,us
2023-05-25T12:21:07.095Z,-7.9468,123.169,10,5.1,mb,42,52,1.148,0.93,us,us7000k3vw,2023-05-25T12:38:47.040Z,"129 km NE of Maumere, Indonesia",earthquake,5.78,1.87,0.105,29,reviewed,us,us
2023-05-25T10:39:37.614Z,-23.2286,170.7972,10,5.5,mww,65,63,3.149,0.76,us,us7000k3ps,2023-05-26T10:43:52.499Z,"southeast of the Loyalty Islands",earthquake,6.78,1.745,0.058,29,reviewed,us,us
2023-05-25T10:24:34.519Z,8.9922,126.0169,88.523,4.5,mb,28,128,1.959,0.64,us,us7000k3pq,2023-06-01T09:22:51.040Z,"8 km ENE of San Miguel, Philippines",earthquake,11.49,8.769,0.135,16,reviewed,us,us
2023-05-25T09:02:01.454Z,8.9289,-77.11,10,4.5,mb,48,76,2.134,1.03,us,us7000k3ph,2023-05-25T09:17:44.040Z,"44 km NE of Puerto Obaldía, Panama",earthquake,7,1.916,0.068,63,reviewed,us,us
2023-05-25T07:35:13.109Z,8.8978,-77.1147,10,4.5,mb,30,73,2.152,0.68,us,us7000k3pa,2023-05-25T10:45:53.781Z,"Panama-Colombia border region",earthquake,2.5,1.976,0.221,7,reviewed,us,us
2023-05-25T06:48:30.803Z,8.9162,-77.0968,10,4.6,mb,34,72,2.128,0.68,us,us7000k3p5,2023-05-25T07:30:10.040Z,"Panama-Colombia border region",earthquake,7.09,1.961,0.224,6,reviewed,us,us
2023-05-25T03:14:56.783Z,8.8365,-77.0603,10,4.9,mb,55,49,2.134,0.87,us,us7000k3n8,2023-06-12T05:01:47.040Z,"43 km NNE of Acandí, Colombia",earthquake,6.66,1.845,0.084,45,reviewed,us,us
2023-05-25T03:05:32.994Z,8.924,-77.0871,13,6.5,mww,113,87,2.116,0.58,us,us7000k3n3,2023-06-12T04:39:16.458Z,"46 km NE of Puerto Obaldía, Panama",earthquake,6.66,1.812,0.044,49,reviewed,us,us
2023-05-25T01:39:37.390Z,-35.3613,-105.4434,10,4.6,mb,20,69,27.876,0.7,us,us7000k5ag,2023-06-12T00:26:19.040Z,"southern East Pacific Rise",earthquake,17.54,1.907,0.146,14,reviewed,us,us
2023-05-25T00:35:12.654Z,10.959,-62.5429,107.623,4.6,mb,43,84,1.456,0.94,us,us7000k3mi,2023-05-25T02:26:58.011Z,"49 km NNW of Güiria, Venezuela",earthquake,10.55,9.547,0.084,43,reviewed,us,us
2023-05-25T00:15:31.618Z,42.0674,142.5773,69.328,4.5,mb,53,116,0.435,0.61,us,us7000k3mh,2023-05-25T00:29:28.040Z,"19 km WSW of Urakawa, Japan",earthquake,6.95,8.673,0.084,41,reviewed,us,us
2023-05-25T00:08:27.420Z,1.1724,126.3169,10,4.6,mb,57,82,1.123,0.47,us,us7000k3n0,2023-06-05T02:17:17.040Z,"126 km WNW of Ternate, Indonesia",earthquake,5.59,1.766,0.083,43,reviewed,us,us
2023-05-24T23:55:40.410Z,17.557,122.2825,10,4.5,mb,40,125,5.354,0.59,us,us7000k3m8,2023-05-25T01:03:00.040Z,"44 km ESE of Lapi, Philippines",earthquake,11.18,1.917,0.104,27,reviewed,us,us
2023-05-24T23:23:21.038Z,-45.846,96.1969,10,4.5,mb,13,88,27.829,0.44,us,us7000k580,2023-06-05T01:09:59.040Z,"southeast Indian Ridge",earthquake,11.18,1.884,0.163,11,reviewed,us,us
2023-05-24T22:23:22.386Z,-23.3604,171.0727,10,5,mb,34,112,3.423,0.41,us,us7000k3lu,2023-05-25T06:04:15.680Z,"southeast of the Loyalty Islands",earthquake,8.28,1.87,0.108,27,reviewed,us,us
2023-05-24T19:57:24.621Z,-9.2785,114.9566,80.203,4.6,mb,54,49,1.13,1.17,us,us7000k3l5,2023-05-31T20:16:07.040Z,"58 km SSW of Jimbaran, Indonesia",earthquake,5.02,5.169,0.092,35,reviewed,us,us
2023-05-24T18:43:26.653Z,7.1829,-82.7122,10,4.5,mb,50,77,1.36,0.95,us,us7000k3kr,2023-05-31T19:39:19.040Z,"south of Panama",earthquake,6.8,1.914,0.115,22,reviewed,us,us
2023-05-24T18:38:38.214Z,-13.4066,-74.5389,87.531,4.5,mb,40,80,2.654,0.96,us,us7000k3kn,2023-05-31T19:31:49.040Z,"22 km N of Vilcanchos, Peru",earthquake,9.82,1.977,0.132,17,reviewed,us,us
2023-05-24T15:49:34.919Z,-6.9826,129.5289,166.459,6.2,mww,115,28,2.472,0.9,us,us7000k3h5,2023-05-25T15:56:57.734Z,"Banda Sea",earthquake,7,4.31,0.042,54,reviewed,us,us
2023-05-24T15:17:48.531Z,-31.8567,-66.5564,131.999,4.6,mb,46,46,1.84,0.69,us,us7000k3gx,2023-05-25T04:43:50.104Z,"72 km WNW of Candelaria, Argentina",earthquake,8.06,7.829,0.107,26,reviewed,us,us
2023-05-24T13:15:06.870Z,-4.664,153.1238,56.558,5,mww,105,83,7.563,0.72,us,us7000k3ga,2023-05-24T13:33:19.040Z,"New Ireland region, Papua New Guinea",earthquake,9.72,6.161,0.093,11,reviewed,us,us
2023-05-24T10:33:19.578Z,-56.7802,-140.8316,10,5.6,mwb,63,113,27.494,0.57,us,us7000k3fh,2023-06-07T13:26:24.424Z,"Pacific-Antarctic Ridge",earthquake,10.76,1.884,0.06,27,reviewed,us,us
2023-05-24T08:55:57.445Z,6.0666,126.3288,98.696,4.6,mb,72,112,1.244,0.82,us,us7000k3f2,2023-05-24T09:18:55.040Z,"Mindanao, Philippines",earthquake,9.17,7.065,0.057,94,reviewed,us,us
2023-05-24T01:48:25.957Z,-40.9055,42.7229,10,4.8,mb,37,59,19.496,0.57,us,us7000k3ds,2023-06-10T02:58:52.040Z,"Southwest Indian Ridge",earthquake,10.36,1.868,0.107,27,reviewed,us,us
2023-05-24T01:07:59.945Z,-10.1986,161.2833,71.114,4.5,mb,20,138,10.691,0.4,us,us7000k576,2023-06-10T03:25:28.040Z,"75 km WNW of Kirakira, Solomon Islands",earthquake,14.32,7.198,0.14,15,reviewed,us,us
2023-05-24T00:44:06.683Z,5.6926,124.3785,10,5.2,mww,80,75,1.815,0.75,us,us7000k3d7,2023-05-24T07:47:52.994Z,"40 km SSW of Maitum, Philippines",earthquake,7.7,1.867,0.093,11,reviewed,us,us
2023-05-23T23:48:15.229Z,-24.4148,-179.5808,441.059,4.8,mb,75,103,5.05,0.92,us,us7000k3cw,2023-05-24T00:04:40.040Z,"south of the Fiji Islands",earthquake,11.21,8.053,0.051,120,reviewed,us,us
2023-05-23T23:07:54.584Z,-58.1646,-26.0619,69.589,4.5,mb,24,114,6.992,0.81,us,us7000k50f,2023-06-04T23:03:44.040Z,"South Sandwich Islands region",earthquake,14.58,8.62,0.131,17,reviewed,us,us
2023-05-23T22:57:32.310Z,-36.799,-73.7412,17.164,4.5,mb,25,194,0.445,0.59,us,us7000k3ck,2023-05-24T00:25:09.731Z,"56 km W of Talcahuano, Chile",earthquake,4.57,5.853,0.135,16,reviewed,us,us
2023-05-23T21:46:55.901Z,-16.0148,179.1306,10.158,4.5,mb,11,122,2.006,0.36,us,us7000k50d,2023-06-04T22:27:05.040Z,"52 km NNW of Labasa, Fiji",earthquake,9.48,4.825,0.222,6,reviewed,us,us
2023-05-23T18:23:04.019Z,5.7164,124.5005,62.174,4.7,mb,92,76,1.719,0.73,us,us7000k3b3,2023-06-13T20:11:56.526Z,"33 km SW of Tambilil, Philippines",earthquake,3.41,6.943,0.061,87,reviewed,us,us
2023-05-23T17:48:02.152Z,-23.1868,171.0165,10,4.6,mb,15,163,3.341,0.63,us,us7000k503,2023-06-13T17:30:05.040Z,"southeast of the Loyalty Islands",earthquake,9.69,1.796,0.315,4,reviewed,us,us
2023-05-23T17:41:47.893Z,-7.9393,115.2242,9.579,4.5,mb,28,57,1.185,0.49,us,us7000k501,2023-06-13T17:22:45.040Z,"Bali Sea",earthquake,4.6,4.484,0.128,23,reviewed,us,us
2023-05-23T17:39:55.845Z,-2.9948,139.1775,42.145,4.5,mb,42,56,1.597,0.73,us,us7000k50b,2023-06-13T17:03:42.040Z,"167 km WSW of Abepura, Indonesia",earthquake,7.51,7.246,0.1,32,reviewed,us,us
2023-05-23T17:13:12.567Z,-22.9482,170.8542,10,4.5,mb,17,182,3.163,0.91,us,us7000k50e,2023-06-13T16:35:56.040Z,"southeast of the Loyalty Islands",earthquake,9.09,1.902,0.205,10,reviewed,us,us
2023-05-23T17:11:56.060Z,5.8038,124.5777,72.525,4.5,mb,100,43,1.604,0.61,us,us7000k3aq,2023-06-13T16:14:20.176Z,"20 km SSW of Tambilil, Philippines",earthquake,6.39,5.834,0.065,81,reviewed,us,us
2023-05-23T17:04:01.252Z,5.7587,124.5398,71.423,4.9,mb,168,64,1.662,0.66,us,us7000k3an,2023-06-13T16:13:26.040Z,"26 km SSW of Tambilil, Philippines",earthquake,7.49,5.746,0.047,154,reviewed,us,us
2023-05-23T16:18:40.498Z,-60.3231,-25.6999,10,4.6,mb,25,208,8.404,0.78,us,us7000k3em,2023-05-30T21:28:11.040Z,"South Sandwich Islands region",earthquake,15.31,1.863,0.117,22,reviewed,us,us
2023-05-23T15:18:02.228Z,41.6005,82.3288,10,4.5,mb,48,51,2.375,0.48,us,us7000k39g,2023-05-30T19:07:36.040Z,"51 km WSW of Kuqa, China",earthquake,8.12,1.883,0.128,18,reviewed,us,us
2023-05-23T15:04:55.574Z,3.0781,126.7467,48.463,5.1,mb,110,40,2.373,0.74,us,us7000k39d,2023-05-30T16:59:27.040Z,"204 km NW of Tobelo, Indonesia",earthquake,7.4,5.697,0.051,126,reviewed,us,us
2023-05-23T14:42:55.482Z,41.7694,82.3866,10,4.7,mb,83,44,2.448,0.73,us,us7000k398,2023-05-30T16:25:54.040Z,"45 km W of Kuqa, China",earthquake,7.59,1.86,0.06,84,reviewed,us,us
2023-05-23T13:06:42.138Z,-22.8319,170.3219,10,4.8,mb,46,117,2.664,0.62,us,us7000k38w,2023-05-30T15:04:33.040Z,"southeast of the Loyalty Islands",earthquake,8.69,1.815,0.114,24,reviewed,us,us
2023-05-23T13:00:37.492Z,-3.8159,151.4158,10,5,mb,79,74,0.834,0.78,us,us7000k38v,2023-05-30T14:31:46.040Z,"93 km WNW of Rabaul, Papua New Guinea",earthquake,8.1,1.864,0.072,62,reviewed,us,us
