time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-06-06T14:17:39.019Z,0.7602,126.3698,34.244,4.7,mb,78,55,0.997,0.74,us,us7000k6m9,2023-06-13T19:35:19.040Z,"112 km W of Ternate, Indonesia",earthquake,6.57,2.58,0.067,68,reviewed,us,us
2023-06-06T13:16:22.500Z,-17.9904,-174.493,123.476,4.6,mb,34,80,1.83,0.98,us,us7000k6m2,2023-06-13T18:49:02.040Z,"90 km NW of Neiafu, Tonga",earthquake,6.68,6.941,0.109,25,reviewed,us,us
2023-06-06T09:11:23.695Z,18.702,-74.2346,10,4.9,mww,123,57,1.466,0.73,us,us7000k6lb,2023-06-06T13:40:31.263Z,"9 km NE of Les Abricots, Haiti",earthquake,8.51,1.883,0.089,12,reviewed,us,us
2023-06-06T07:23:06.736Z,-7.6901,107.072,54.028,4.8,mb,41,107,0.616,0.62,us,us7000k6kz,2023-06-06T10:12:36.926Z,"67 km SW of Banjar, Indonesia",earthquake,8.45,7.075,0.088,40,reviewed,us,us
2023-06-05T23:15:47.336Z,-20.89,-173.8294,10,4.5,mb,16,86,1.167,0.79,us,us7000k80c,2023-06-13T04:19:35.040Z,"127 km ENE of ‘Ohonua, Tonga",earthquake,6.33,1.791,0.313,3,reviewed,us,us
2023-06-05T15:49:08.826Z,-5.743,151.9962,10,4.8,mb,42,125,1.551,1.05,us,us7000k6fx,2023-06-12T18:29:13.040Z,"157 km S of Kokopo, Papua New Guinea",earthquake,13.28,1.881,0.065,74,reviewed,us,us
2023-06-05T15:41:40.969Z,-5.7319,151.9904,10,5.2,mww,93,34,1.54,0.84,us,us7000k6fw,2023-06-12T18:19:42.040Z,"New Britain region, Papua New Guinea",earthquake,8.26,1.771,0.069,20,reviewed,us,us
2023-06-05T13:08:49.180Z,-10.0963,118.7098,37.761,4.7,mb,51,99,1.561,0.77,us,us7000k6eg,2023-06-12T16:32:37.709Z,"93 km SW of Tambolaka, Indonesia",earthquake,7.54,6.182,0.096,33,reviewed,us,us
2023-06-05T12:43:17.051Z,-14.7919,-73.4539,10.029,4.6,mb,18,132,4.317,0.47,us,us7000k6e9,2023-06-05T20:15:26.048Z,"13 km NNW of Upahuacho, Peru",earthquake,5.79,6.483,0.145,14,reviewed,us,us
2023-06-05T12:04:11.783Z,0.9663,126.6095,59.455,4.5,mb,25,77,0.781,0.58,us,us7000k6dz,2023-06-05T12:24:53.040Z,"Molucca Sea",earthquake,8.32,8.822,0.15,13,reviewed,us,us
2023-06-05T11:55:30.389Z,-15.9101,-72.1446,10,5,mb,53,136,2.993,1.08,us,us7000k6du,2023-06-05T20:11:33.522Z,"18 km NW of Lluta, Peru",earthquake,8.85,1.888,0.051,117,reviewed,us,us
2023-06-05T09:41:35.010Z,-15.1165,-173.5061,10,4.7,mb,42,109,2.975,0.36,us,us7000k6df,2023-06-05T10:07:07.040Z,"Tonga",earthquake,10.26,1.882,0.056,98,reviewed,us,us
2023-06-05T03:14:13.612Z,-62.0422,156.5427,10,4.6,mb,25,105,17.469,0.87,us,us7000k7zl,2023-06-14T02:55:39.040Z,"Balleny Islands region",earthquake,15.83,1.862,0.129,18,reviewed,us,us
2023-06-05T02:45:58.419Z,-62.3246,155.4265,10,5.8,mww,56,102,15.408,0.62,us,us7000k6bx,2023-06-06T02:50:29.972Z,"Balleny Islands region",earthquake,12.5,1.882,0.073,18,reviewed,us,us
2023-06-05T02:17:29.662Z,-40.0867,-16.7374,10,4.8,mb,29,115,29.954,0.49,us,us7000k6cm,2023-06-14T02:44:14.040Z,"southern Mid-Atlantic Ridge",earthquake,14.23,1.869,0.116,23,reviewed,us,us
2023-06-05T02:09:45.108Z,12.7887,95.5011,10,4.6,mb,35,105,3.865,1.05,us,us7000k6bt,2023-06-05T13:23:29.565Z,"Andaman Islands, India region",earthquake,10.01,1.922,0.105,27,reviewed,us,us
2023-06-05T01:50:16.495Z,-40.2515,-16.8345,10,4.6,mb,16,87,32.274,0.52,us,us7000k7zk,2023-06-14T01:59:57.040Z,"southern Mid-Atlantic Ridge",earthquake,11.64,1.717,0.136,16,reviewed,us,us
2023-06-05T01:43:55.803Z,12.6644,47.9116,10,4.6,mb,90,96,5.08,0.91,us,us7000k6bp,2023-06-05T02:04:04.040Z,"169 km N of Las Khorey, Somalia",earthquake,8.29,1.887,0.061,80,reviewed,us,us
2023-06-05T01:12:27.330Z,13.6491,144.8872,138.689,4.5,mb,43,85,1.807,0.6,us,us7000k6bk,2023-06-05T12:11:36.980Z,"Guam region",earthquake,6.99,7.896,0.057,91,reviewed,us,us
2023-06-05T00:53:05.287Z,-56.7408,147.3819,10,4.6,mb,23,92,6.921,0.45,us,us7000k6bg,2023-06-05T21:57:00.040Z,"west of Macquarie Island",earthquake,12.35,1.939,0.122,20,reviewed,us,us
2023-06-05T00:37:53.717Z,-56.7149,147.6197,10,5.3,mww,75,48,13.821,0.65,us,us7000k6bc,2023-06-05T22:00:09.040Z,"west of Macquarie Island",earthquake,11.57,1.769,0.093,11,reviewed,us,us
2023-06-04T22:10:32.071Z,25.1861,128.2995,10,5.1,mb,75,67,1.643,0.37,us,us7000k6at,2023-06-05T21:28:04.040Z,"121 km SSE of Itoman, Japan",earthquake,7.21,1.854,0.04,207,reviewed,us,us
2023-06-04T14:55:27.359Z,1.69,125.6619,104.191,4.9,mb,85,75,1.933,0.88,us,us7000k69i,2023-06-04T15:15:39.040Z,"65 km ENE of Bitung, Indonesia",earthquake,5.56,6.563,0.065,73,reviewed,us,us
2023-06-04T13:59:13.727Z,37.2204,142.2909,35,4.5,mb,46,138,3.342,0.93,us,us7000k69f,2023-06-04T14:44:13.040Z,"off the east coast of Honshu, Japan",earthquake,7.89,1.902,0.096,32,reviewed,us,us
2023-06-04T12:14:23.023Z,-25.2145,179.7446,497.807,4.6,mb,63,54,4.536,0.68,us,us7000k691,2023-06-12T04:55:07.040Z,"south of the Fiji Islands",earthquake,11.12,6.831,0.035,250,reviewed,us,us
2023-06-04T07:13:18.303Z,12.6175,48.0078,10,4.6,mb,39,224,5.163,0.56,us,us7000k67w,2023-06-04T08:26:13.040Z,"162 km N of Las Khorey, Somalia",earthquake,14.32,2.003,0.095,33,reviewed,us,us
2023-06-04T06:05:25.975Z,-23.5529,-67.7469,118.936,4.7,mwr,72,50,0.718,1.48,us,us7000k67l,2023-06-04T06:28:37.040Z,"84 km SSE of San Pedro de Atacama, Chile",earthquake,4.23,6.679,,,reviewed,us,guc
2023-06-04T05:52:03.710Z,-3.0459,137.3141,48.84,5,mb,76,50,3.426,0.79,us,us7000k67k,2023-06-04T06:12:44.040Z,"204 km E of Nabire, Indonesia",earthquake,7.58,6.755,0.046,152,reviewed,us,us
2023-06-04T04:51:11.751Z,34.1007,46.4222,10,4.5,mb,76,145,1.711,0.52,us,us7000k67c,2023-06-04T05:52:48.289Z,"western Iran",earthquake,8.49,1.901,0.071,58,reviewed,us,us
2023-06-04T04:14:47.625Z,14.5405,39.8911,10,4.7,mb,62,78,4.153,0.5,us,us7000k679,2023-06-06T07:38:32.733Z,"54 km ENE of Ādīgrat, Ethiopia",earthquake,11.15,1.88,0.065,73,reviewed,us,us
2023-06-04T03:27:21.128Z,8.8554,126.261,64.397,4.5,mb,20,96,1.898,0.6,us,us7000k7ey,2023-06-10T22:09:41.040Z,"Mindanao, Philippines",earthquake,11.27,7.906,0.135,18,reviewed,us,us
2023-06-04T03:16:57.335Z,-15.2616,-173.0868,35,5.3,mb,72,67,2.641,1.28,us,us7000k676,2023-06-04T03:36:34.040Z,"107 km NE of Hihifo, Tonga",earthquake,7.44,1.889,0.027,452,reviewed,us,us
2023-06-04T02:09:52.903Z,16.0055,144.979,10,4.5,mb,37,82,1.09,0.63,us,us7000k7ex,2023-06-10T21:36:29.040Z,"120 km NW of Saipan, Northern Mariana Islands",earthquake,8.93,1.881,0.119,22,reviewed,us,us
2023-06-04T01:58:33.391Z,35.7578,140.0571,76.026,4.8,mwr,77,132,1.688,0.77,us,us7000k66v,2023-06-08T15:06:30.347Z,"4 km S of Shiroi, Japan",earthquake,3.65,7.045,0.071,19,reviewed,us,us
2023-06-04T01:46:31.066Z,23.0367,143.0649,61.256,4.6,mb,54,70,10.442,0.82,us,us7000k66t,2023-06-04T02:20:10.056Z,"Volcano Islands, Japan region",earthquake,9.2,7.247,0.071,60,reviewed,us,us
2023-06-04T00:54:50.884Z,53.5664,-163.472,13.656,4.6,mwr,131,95,1.17,0.66,us,us7000k66h,2023-06-13T02:47:49.040Z,"143 km S of False Pass, Alaska",earthquake,5.36,3.952,0.052,35,reviewed,us,us
2023-06-04T00:25:10.097Z,-6.8228,130.3742,113.513,5.2,mww,101,31,2.333,0.55,us,us7000k66c,2023-06-05T00:28:19.903Z,"294 km WSW of Tual, Indonesia",earthquake,7.7,5.352,0.093,11,reviewed,us,us
2023-06-03T23:01:48.458Z,-18.3273,168.0768,35,4.8,mb,40,72,4.206,0.54,us,us7000k664,2023-06-12T22:31:40.040Z,"70 km SSW of Port-Vila, Vanuatu",earthquake,5.01,1.841,0.091,37,reviewed,us,us
2023-06-03T22:49:23.196Z,53.5047,-163.2804,10,4.6,mwr,142,168,1.249,0.84,us,us7000k661,2023-06-12T22:24:07.040Z,"150 km S of False Pass, Alaska",earthquake,5.16,1.88,0.058,29,reviewed,us,us
2023-06-03T22:39:43.590Z,15.8869,144.8829,10,4.9,mb,61,66,1.084,0.41,us,us7000k65z,2023-06-03T23:18:17.040Z,"119 km NW of Saipan, Northern Mariana Islands",earthquake,8.13,1.866,0.065,75,reviewed,us,us
2023-06-03T19:22:07.213Z,-14.9753,166.8443,35,4.6,mb,42,61,6.057,0.64,us,us7000k659,2023-06-03T20:01:02.040Z,"25 km WNW of Port-Olry, Vanuatu",earthquake,7.11,1.826,0.074,55,reviewed,us,us
2023-06-03T17:06:26.780Z,-6.3836,130.2352,131.095,4.7,mb,74,90,1.878,0.95,us,us7000k64k,2023-06-03T17:23:20.040Z,"Banda Sea",earthquake,7.99,5.157,0.068,72,reviewed,us,us
2023-06-03T15:24:57.954Z,53.6118,-163.2904,23.755,4.8,mb,120,100,1.143,0.69,us,us7000k642,2023-06-12T00:36:39.903Z,"Unimak Island region, Alaska",earthquake,5.5,5.161,0.062,83,reviewed,us,us
2023-06-03T14:10:35.351Z,12.4213,48.2578,10,4.8,mb,128,41,5.368,0.77,us,us7000k63r,2023-06-07T13:19:45.040Z,"139 km N of Las Khorey, Somalia",earthquake,9.59,1.863,0.053,116,reviewed,us,us
2023-06-03T13:58:03.292Z,12.5558,48.1003,10,5.5,mww,196,26,5.239,0.54,us,us7000k63p,2023-06-06T21:06:44.305Z,"154 km N of Las Khorey, Somalia",earthquake,8.86,1.811,0.086,13,reviewed,us,us
2023-06-03T12:01:18.960Z,38.7921667,-122.7785,3.83,4.45,mw,106,25,0.007429,0.06,nc,nc73895826,2023-06-12T16:03:48.536Z,"2km NW of The Geysers, CA",earthquake,0.1,0.15,,4,reviewed,nc,nc
2023-06-03T10:57:34.516Z,18.3398,145.8466,104.23,4.6,mb,42,127,3.082,0.4,us,us7000k62u,2023-06-03T11:31:55.040Z,"Pagan region, Northern Mariana Islands",earthquake,11.1,8,0.041,174,reviewed,us,us
2023-06-03T10:45:28.893Z,12.4324,48.0454,10,4.5,mb,24,146,5.165,0.42,us,us7000k62r,2023-06-03T11:51:06.040Z,"141 km N of Las Khorey, Somalia",earthquake,7.43,1.954,0.151,14,reviewed,us,us
2023-06-03T10:35:41.030Z,41.9659,142.5958,62.132,4.9,mb,87,105,0.421,0.69,us,us7000k62j,2023-06-03T21:54:53.297Z,"26 km SW of Urakawa, Japan",earthquake,6.18,6.477,0.025,519,reviewed,us,us
2023-06-03T10:32:07.075Z,12.5533,48.0454,10,4.9,mb,53,83,5.186,0.37,us,us7000k62k,2023-06-03T10:59:32.040Z,"155 km N of Las Khorey, Somalia",earthquake,7.22,1.862,0.077,53,reviewed,us,us
2023-06-03T10:15:55.014Z,12.4187,47.9816,10,4.9,mb,40,78,5.101,0.32,us,us7000k62h,2023-06-03T10:38:56.040Z,"141 km N of Las Khorey, Somalia",earthquake,7.07,1.928,0.095,35,reviewed,us,us
2023-06-03T10:08:33.481Z,-20.6574,-68.9661,135.688,5,mww,28,56,1.007,1.01,us,us7000k62d,2023-06-03T17:06:18.752Z,"80 km ESE of La Tirana, Chile",earthquake,5.89,7.351,0.08,15,reviewed,us,us
2023-06-03T09:43:36.492Z,12.8129,47.8315,10,4.6,mb,50,80,5.038,0.65,us,us7000k62c,2023-06-03T10:11:53.040Z,"187 km NNW of Las Khorey, Somalia",earthquake,12.66,1.922,0.084,42,reviewed,us,us
2023-06-03T08:56:03.638Z,12.5741,47.9512,10,4.5,mb,36,131,5.1,0.43,us,us7000k622,2023-06-03T09:19:56.040Z,"Gulf of Aden",earthquake,12.29,1.937,0.104,27,reviewed,us,us
2023-06-03T08:39:50.959Z,6.4291,124.7513,10.383,4.6,mb,47,88,1.04,0.62,us,us7000k61z,2023-06-03T13:05:59.225Z,"Mindanao, Philippines",earthquake,6.01,3.498,0.092,35,reviewed,us,us
2023-06-03T07:48:45.429Z,36.8392,61.6096,9.981,4.5,mb,66,153,2.987,0.68,us,us7000k61n,2023-06-03T08:07:58.040Z,"51 km NE of Sarakhs, Iran",earthquake,8.66,4.321,0.069,62,reviewed,us,us
2023-06-03T07:17:46.124Z,12.6146,48.1755,10,5.9,mww,145,29,5.323,0.51,us,us7000k61e,2023-06-03T17:17:10.070Z,"160 km N of Las Khorey, Somalia",earthquake,9.11,1.848,0.054,33,reviewed,us,us
2023-06-03T07:17:42.750Z,-16.0394,-71.9904,10,4.7,mb,66,130,2.803,0.84,us,us7000k61d,2023-06-03T08:02:19.040Z,"3 km SE of Lluta, Peru",earthquake,7.45,1.848,0.062,79,reviewed,us,us
2023-06-03T07:04:25.916Z,12.402,48.1452,10,4.8,mb,90,80,5.257,0.4,us,us7000k61b,2023-06-03T07:23:09.040Z,"137 km N of Las Khorey, Somalia",earthquake,10.58,1.879,0.063,77,reviewed,us,us
2023-06-03T06:49:04.078Z,12.1933,48.1408,10,4.6,mb,73,157,5.224,0.41,us,us7000k618,2023-06-03T07:08:28.040Z,"114 km N of Las Khorey, Somalia",earthquake,12.37,1.961,0.07,61,reviewed,us,us
2023-06-03T06:37:53.567Z,12.5505,48.2444,10,4.9,mb,87,58,5.377,0.49,us,us7000k615,2023-06-03T06:55:03.040Z,"Gulf of Aden",earthquake,10.41,1.862,0.058,93,reviewed,us,us
2023-06-03T06:29:06.129Z,12.4185,48.3755,10,4.9,mb,57,48,5.481,0.44,us,us7000k613,2023-06-03T06:48:42.040Z,"Gulf of Aden",earthquake,10.53,1.885,0.078,52,reviewed,us,us
2023-06-03T06:23:27.580Z,12.4519,48.2664,10,5.2,mww,90,99,5.381,0.46,us,us7000k612,2023-06-03T06:41:31.040Z,"143 km N of Las Khorey, Somalia",earthquake,7.68,1.879,0.098,10,reviewed,us,us
2023-06-03T04:18:23.442Z,-5.4714,151.2469,93.626,4.5,mb,14,113,1.566,0.65,us,us7000k60k,2023-06-07T22:16:39.040Z,"123 km E of Kimbe, Papua New Guinea",earthquake,12.4,6.646,0.181,11,reviewed,us,us
2023-06-03T03:47:12.819Z,-5.7653,-11.6346,10,4.6,mb,24,164,3.458,0.9,us,us7000k60j,2023-06-03T04:32:37.040Z,"Ascension Island region",earthquake,6.71,1.964,0.112,24,reviewed,us,us
2023-06-03T02:48:12.085Z,-15.8827,-72.0342,10,5,mb,40,133,2.956,0.92,us,us7000k609,2023-06-03T12:50:14.788Z,"14 km N of Lluta, Peru",earthquake,8.08,1.935,0.076,55,reviewed,us,us
2023-06-03T02:27:39.120Z,-15.8799,-72.0034,10,5.1,mww,56,145,2.943,1.31,us,us7000k603,2023-06-03T02:56:54.935Z,"14 km N of Lluta, Peru",earthquake,8.44,1.89,0.093,11,reviewed,us,us
2023-06-03T01:49:15.111Z,-15.7173,-71.7368,10,5.5,mww,63,146,2.957,1.23,us,us7000k5zj,2023-06-05T14:09:15.040Z,"9 km SSE of Maca, Peru",earthquake,8.94,1.866,0.089,12,reviewed,us,us
2023-06-03T01:44:28.221Z,-18.362,168.1392,35,5,mb,28,112,4.238,0.49,us,us7000k5zk,2023-06-03T02:16:25.441Z,"71 km SSW of Port-Vila, Vanuatu",earthquake,13.88,1.796,0.088,41,reviewed,us,us
2023-06-03T01:06:51.755Z,-18.4143,168.0814,35.843,4.9,mb,23,122,4.164,0.62,us,us7000k5zb,2023-06-03T02:17:07.849Z,"78 km SSW of Port-Vila, Vanuatu",earthquake,12.53,8.247,0.128,19,reviewed,us,us
2023-06-03T00:11:48.597Z,-27.4731,-66.5177,37.88,4.9,mb,75,46,2.412,0.54,us,us7000k5yb,2023-06-03T01:02:54.729Z,"23 km WNW of Andalgalá, Argentina",earthquake,6.18,6.409,0.057,98,reviewed,us,us
2023-06-02T22:08:22.040Z,-20.6179,-178.0979,531.555,4.5,mb,60,76,2.761,0.55,us,us7000k5xj,2023-06-11T04:56:00.040Z,"297 km WNW of Houma, Tonga",earthquake,14.93,10.515,0.088,38,reviewed,us,us
2023-06-02T21:57:15.480Z,-6.517,127.7706,360.798,4.5,mb,63,55,2.905,0.61,us,us7000k5xa,2023-06-11T05:01:11.040Z,"237 km NNE of Lospalos, Timor Leste",earthquake,8.73,7.086,0.076,51,reviewed,us,us
2023-06-02T21:40:14.029Z,4.809,125.4626,10,4.6,mb,52,87,2.249,0.5,us,us7000k5x7,2023-06-12T21:36:30.040Z,"65 km S of Sarangani, Philippines",earthquake,7.04,1.901,0.071,59,reviewed,us,us
2023-06-02T18:58:50.944Z,-23.3888,-66.7866,203.693,4.6,mb,18,86,1.353,0.96,us,us7000k5vc,2023-06-03T00:24:45.850Z,"103 km NNW of San Antonio de los Cobres, Argentina",earthquake,7.8,9.698,0.193,9,reviewed,us,us
2023-06-02T17:40:06.918Z,6.1199,120.926,24.925,4.6,mb,75,42,4.718,0.61,us,us7000k5uy,2023-06-02T20:24:26.040Z,"9 km NNW of Bato Bato, Philippines",earthquake,8.31,5.093,0.064,74,reviewed,us,us
2023-06-02T17:39:19.632Z,-22.7726,-176.1245,80.109,5.1,mb,192,33,1.81,0.68,us,us7000k5ux,2023-06-03T14:47:34.040Z,"196 km SSW of Houma, Tonga",earthquake,7.84,4.43,0.028,432,reviewed,us,us
2023-06-02T16:00:54.437Z,-17.7412,-178.4648,535.331,4.6,mb,59,99,3.319,0.89,us,us7000k5ub,2023-06-02T17:07:51.040Z,"237 km E of Levuka, Fiji",earthquake,5.36,7.719,0.083,43,reviewed,us,us
2023-06-02T15:53:55.605Z,-23.4124,171.5181,10,4.9,mb,36,111,3.835,1.74,us,us7000k5u3,2023-06-02T16:16:56.040Z,"southeast of the Loyalty Islands",earthquake,8.91,1.864,0.064,77,reviewed,us,us
2023-06-02T15:42:39.374Z,-60.9142,-25.5478,29.593,5.1,mb,78,96,8.86,0.69,us,us7000k5u2,2023-06-02T16:03:41.040Z,"South Sandwich Islands region",earthquake,11.15,3.98,0.075,58,reviewed,us,us
2023-06-02T14:16:31.599Z,1.8388,99.4829,157.081,4.9,mb,113,48,1.979,0.61,us,us7000k5si,2023-06-11T06:40:39.040Z,"37 km SW of Bandar, Indonesia",earthquake,7.05,5.577,0.045,158,reviewed,us,us
2023-06-02T14:06:40.466Z,-16.1509,-75.5507,10,4.6,mb,41,144,4.324,0.41,us,us7000k5sh,2023-06-11T06:35:13.040Z,"Off the coast of southern Peru",earthquake,10.75,1.904,0.105,27,reviewed,us,us
2023-06-02T13:53:31.479Z,-18.3848,168.0706,31.116,4.9,mb,44,73,4.17,0.81,us,us7000k5sd,2023-06-11T06:32:59.040Z,"76 km SSW of Port-Vila, Vanuatu",earthquake,7.41,4.967,0.086,42,reviewed,us,us
2023-06-02T11:46:33.285Z,-23.4547,171.3006,28.382,4.9,mb,38,114,3.648,0.42,us,us7000k5qy,2023-06-11T06:19:01.040Z,"southeast of the Loyalty Islands",earthquake,8.61,5.499,0.081,48,reviewed,us,us
2023-06-02T10:26:55.353Z,-5.9395,152.2526,10,4.8,mb,39,86,1.739,0.45,us,us7000k5qj,2023-06-02T12:17:48.040Z,"176 km S of Kokopo, Papua New Guinea",earthquake,5.24,1.796,0.064,75,reviewed,us,us
2023-06-02T05:25:36.841Z,12.4233,144.7323,10,5.1,mww,119,119,2.983,0.46,us,us7000k5p3,2023-06-14T06:00:40.040Z,"93 km S of Merizo Village, Guam",earthquake,10.61,1.895,0.071,19,reviewed,us,us
2023-06-02T04:31:31.731Z,-23.9173,171.8963,10,5,mb,37,127,4.293,0.65,us,us7000k5nz,2023-06-02T04:48:59.040Z,"southeast of the Loyalty Islands",earthquake,11.12,1.914,0.093,37,reviewed,us,us
2023-06-02T00:07:47.257Z,-12.243,167.3336,10,4.5,mb,18,120,18.92,0.85,us,us7000k7by,2023-06-12T02:29:47.040Z,"Santa Cruz Islands",earthquake,9.3,1.898,0.145,14,reviewed,us,us
2023-06-01T22:52:43.629Z,-11.693,166.357,70.892,5.4,mww,106,24,6.688,0.68,us,us7000k5md,2023-06-12T21:11:43.472Z,"123 km SSE of Lata, Solomon Islands",earthquake,7.55,5.646,0.069,20,reviewed,us,us
2023-06-01T22:51:26.490Z,18.1832,146.6852,64.989,4.6,mb,67,52,3.049,0.54,us,us7000k5mc,2023-06-10T20:53:03.040Z,"Pagan region, Northern Mariana Islands",earthquake,11.21,6.049,0.055,100,reviewed,us,us
2023-06-01T22:32:53.205Z,-23.9591,-66.718,208.939,4.5,mb,30,82,1.675,0.27,us,us7000k5m8,2023-06-11T23:11:24.040Z,"49 km NW of San Antonio de los Cobres, Argentina",earthquake,9.42,9.864,0.243,5,reviewed,us,us
2023-06-01T22:19:13.576Z,-5.7425,151.8234,10,4.5,mb,27,153,1.578,0.55,us,us7000k5m5,2023-06-11T22:56:49.040Z,"162 km SSW of Kokopo, Papua New Guinea",earthquake,9.75,1.952,0.096,32,reviewed,us,us
2023-06-01T21:38:56.071Z,5.2849,125.979,138.988,4.5,mb,69,66,1.817,0.52,us,us7000k5ly,2023-06-12T21:29:53.040Z,"58 km ESE of Sarangani, Philippines",earthquake,8.86,5.779,0.074,54,reviewed,us,us
2023-06-01T20:55:25.955Z,-5.7125,151.8582,10,4.6,mb,31,89,1.542,0.91,us,us7000k5ld,2023-06-09T15:30:42.040Z,"158 km SSW of Kokopo, Papua New Guinea",earthquake,8.59,1.882,0.073,56,reviewed,us,us
2023-06-01T20:43:37.427Z,-23.3001,171.3695,17.826,4.5,mb,28,124,3.68,0.67,us,us7000k73b,2023-06-09T15:25:58.040Z,"southeast of the Loyalty Islands",earthquake,9.96,4.385,0.151,16,reviewed,us,us
2023-06-01T19:43:42.518Z,-5.3034,142.3807,9.915,4.6,mb,33,104,3.237,0.55,us,us7000k73a,2023-06-09T14:59:44.040Z,"86 km NW of Tari, Papua New Guinea",earthquake,6.81,3.999,0.08,47,reviewed,us,us
2023-06-01T15:27:27.978Z,-5.8636,152.0747,10,4.6,mb,31,123,1.664,0.47,us,us7000k5iz,2023-06-01T16:20:47.040Z,"169 km S of Kokopo, Papua New Guinea",earthquake,10.03,1.926,0.107,29,reviewed,us,us
2023-06-01T13:28:54.036Z,29.2876,142.2395,10,4.5,mb,34,138,4.345,0.71,us,us7000k5hl,2023-06-02T19:28:09.040Z,"Izu Islands, Japan region",earthquake,12.39,1.894,0.072,57,reviewed,us,us
2023-06-01T11:47:16.926Z,51.3517,-178.5596,52.013,4.5,mb,61,186,0.257,0.91,us,us7000k5h3,2023-06-10T23:11:31.113Z,"145 km WSW of Adak, Alaska",earthquake,8.79,10.079,0.038,198,reviewed,us,us
2023-06-01T11:01:03.266Z,-5.7768,152.0111,39.381,4.8,mb,36,129,6.01,0.82,us,us7000k5gr,2023-06-01T11:33:29.040Z,"New Britain region, Papua New Guinea",earthquake,13.14,7.709,0.067,68,reviewed,us,us
2023-06-01T10:02:09.360Z,14.6858,-90.6282,209.293,4.6,mb,61,148,1.133,0.74,us,us7000k5gi,2023-06-01T10:47:23.040Z,"1 km E of San Pedro Sacatepéquez, Guatemala",earthquake,7.43,7.728,0.046,141,reviewed,us,us
2023-06-01T10:00:10.295Z,-5.7721,152.0588,38.723,4.9,mb,38,129,6.05,0.7,us,us7000k5gj,2023-06-01T10:23:46.040Z,"159 km S of Kokopo, Papua New Guinea",earthquake,14.75,7.964,0.064,118,reviewed,us,us
2023-06-01T08:49:06.216Z,-5.7009,151.9684,10,4.9,mb,57,153,1.512,0.45,us,us7000k5g9,2023-06-01T09:26:09.040Z,"New Britain region, Papua New Guinea",earthquake,11.23,1.94,0.065,102,reviewed,us,us
2023-06-01T08:40:43.340Z,-5.7922,152.3606,10,4.6,mb,25,164,1.602,0.48,us,us7000k5g7,2023-06-01T09:09:59.040Z,"160 km S of Kokopo, Papua New Guinea",earthquake,5.59,1.907,0.075,60,reviewed,us,us
2023-06-01T03:51:09.095Z,-5.7398,151.923,10,4.9,mb,31,91,1.557,0.36,us,us7000k5f5,2023-06-04T23:50:23.040Z,"159 km SSW of Kokopo, Papua New Guinea",earthquake,9.9,1.89,0.056,100,reviewed,us,us
2023-06-01T00:05:17.507Z,-5.8099,151.9322,35,5.3,mb,62,65,5.927,0.87,us,us7000k5eb,2023-06-01T00:23:42.040Z,"166 km SSW of Kokopo, Papua New Guinea",earthquake,7.22,1.867,0.046,161,reviewed,us,us
2023-05-31T21:56:38.451Z,-3.6169,128.2412,119.534,5.2,mww,93,25,1.887,0.95,us,us7000k5db,2023-05-31T22:10:50.040Z,"Seram, Indonesia",earthquake,4.87,6.284,0.071,19,reviewed,us,us
2023-05-31T17:54:18.821Z,-25.2273,-176.3989,27.948,4.6,mb,28,164,4.186,1.4,us,us7000k6u8,2023-06-08T13:40:55.040Z,"south of the Fiji Islands",earthquake,8.56,5.629,0.133,17,reviewed,us,us
2023-05-31T16:46:52.802Z,-1.169,-15.7841,10,4.7,mb,17,90,13.401,0.39,us,us7000k6un,2023-06-13T05:08:11.040Z,"north of Ascension Island",earthquake,12.88,1.91,0.166,11,reviewed,us,us
2023-05-31T14:01:45.537Z,55.3195,163.097,10,5.5,mww,90,89,3.482,0.76,us,us7000k58z,2023-05-31T19:17:57.040Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,8.41,1.859,0.061,26,reviewed,us,us
2023-05-31T12:29:33.270Z,-10.9554,166.3657,130.521,4.6,mb,49,101,6.495,0.7,us,us7000k58s,2023-06-14T05:38:37.040Z,"67 km ESE of Lata, Solomon Islands",earthquake,12.49,7.795,0.089,38,reviewed,us,us
2023-05-31T11:45:58.147Z,-22.3577,-174.2696,10,4.5,mb,12,128,1.467,0.58,us,us7000k6tt,2023-06-11T06:40:15.040Z,"133 km SSE of ‘Ohonua, Tonga",earthquake,9.58,1.782,0.192,8,reviewed,us,us
2023-05-31T11:20:14.035Z,25.114,96.2363,10,5.9,mww,194,43,4.387,0.72,us,us7000k58h,2023-06-11T06:34:05.034Z,"120 km WSW of Myitkyina, Myanmar",earthquake,7.3,1.519,0.075,17,reviewed,us,us
2023-05-31T11:02:25.326Z,1.1203,-90.7602,10,4.5,mb,49,174,10.362,0.56,us,us7000k6tr,2023-06-11T06:17:42.040Z,"211 km NNW of Puerto Ayora, Ecuador",earthquake,12.21,1.951,0.088,38,reviewed,us,us
2023-05-31T10:55:17.850Z,1.4439,-90.6943,10,5.5,mww,152,145,10.091,0.48,us,us7000k58f,2023-06-11T06:15:23.741Z,"245 km N of Puerto Ayora, Ecuador",earthquake,10.7,1.905,0.046,46,reviewed,us,us
